Compound,Negative,Neutral,Positive
-0.9001,0.289,0.711,0.0
-0.1901,0.037,0.963,0.0
-0.296,0.046,0.954,0.0
-0.7184,0.196,0.769,0.035
-0.1779,0.109,0.804,0.087
-0.8402,0.222,0.778,0.0
0.4404,0.0,0.906,0.094
-0.0772,0.08,0.849,0.072
0.8689,0.0,0.638,0.362
-0.6705,0.119,0.847,0.034
-0.802,0.149,0.851,0.0
0.4019,0.0,0.875,0.125
-0.875,0.25,0.75,0.0
-0.4588,0.098,0.857,0.045
0.0,0.0,1.0,0.0
-0.9313,0.352,0.587,0.061
-0.2732,0.113,0.798,0.089
-0.9481,0.281,0.719,0.0
0.3182,0.0,0.922,0.078
0.4588,0.05,0.8,0.15
0.7269,0.0,0.876,0.124
0.6597,0.124,0.668,0.208
0.1779,0.071,0.84,0.089
0.5106,0.087,0.744,0.169
-0.872,0.188,0.782,0.03
-0.1531,0.048,0.952,0.0
-0.9393,0.278,0.722,0.0
-0.296,0.072,0.928,0.0
-0.3818,0.13,0.799,0.071
0.0,0.0,1.0,0.0
0.0516,0.0,0.959,0.041
-0.4404,0.114,0.855,0.031
-0.1027,0.095,0.823,0.082
-0.0772,0.09,0.831,0.08
-0.2263,0.074,0.875,0.05
-0.5423,0.149,0.757,0.094
-0.6124,0.167,0.833,0.0
-0.1027,0.088,0.833,0.079
0.0,0.077,0.821,0.102
-0.34,0.134,0.807,0.059
0.7579,0.0,0.776,0.224
0.0,0.0,1.0,0.0
0.4404,0.0,0.903,0.097
0.4404,0.0,0.954,0.046
0.4404,0.0,0.903,0.097
-0.836,0.207,0.793,0.0
0.3612,0.0,0.923,0.077
-0.34,0.131,0.806,0.064
-0.34,0.082,0.918,0.0
0.0,0.0,1.0,0.0
-0.2732,0.063,0.937,0.0
0.6369,0.06,0.753,0.187
-0.296,0.129,0.808,0.063
0.3182,0.0,0.937,0.063
-0.7717,0.251,0.749,0.0
0.4019,0.0,0.899,0.101
0.2023,0.061,0.856,0.083
0.1779,0.089,0.774,0.138
0.25,0.029,0.922,0.049
0.1531,0.06,0.862,0.078
0.6597,0.0,0.819,0.181
-0.296,0.127,0.788,0.086
0.3818,0.0,0.912,0.088
-0.6705,0.149,0.801,0.049
-0.5574,0.095,0.905,0.0
0.4939,0.0,0.904,0.096
0.4019,0.0,0.942,0.058
-0.8176,0.195,0.713,0.092
-0.8225,0.249,0.751,0.0
0.7845,0.0,0.861,0.139
-0.5106,0.161,0.725,0.114
0.1779,0.06,0.845,0.095
0.0,0.0,1.0,0.0
0.1779,0.032,0.919,0.05
0.6187,0.11,0.723,0.167
0.1531,0.087,0.808,0.105
0.0772,0.105,0.746,0.149
-0.34,0.074,0.926,0.0
-0.128,0.06,0.87,0.07
-0.836,0.263,0.737,0.0
0.25,0.05,0.863,0.086
0.0,0.119,0.795,0.086
-0.296,0.089,0.859,0.052
-0.2732,0.072,0.928,0.0
0.0,0.0,1.0,0.0
0.6369,0.0,0.896,0.104
0.4588,0.0,0.844,0.156
-0.7178,0.148,0.781,0.07
-0.296,0.087,0.913,0.0
0.1027,0.066,0.857,0.077
-0.34,0.152,0.777,0.071
-0.2023,0.083,0.861,0.056
-0.6249,0.124,0.876,0.0
0.128,0.113,0.784,0.103
-0.1027,0.123,0.779,0.099
-0.5106,0.14,0.821,0.04
0.7835,0.062,0.672,0.266
0.0516,0.064,0.867,0.069
-0.0516,0.156,0.694,0.15
-0.9169,0.264,0.736,0.0
-0.8689,0.212,0.738,0.05
-0.2023,0.105,0.814,0.081
-0.34,0.12,0.771,0.109
-0.8555,0.273,0.727,0.0
0.0772,0.0,0.973,0.027
-0.9246,0.318,0.601,0.081
-0.3818,0.181,0.702,0.118
0.5859,0.053,0.793,0.153
-0.4939,0.13,0.87,0.0
0.0,0.0,1.0,0.0
-0.8316,0.282,0.718,0.0
0.0,0.0,1.0,0.0
-0.5106,0.093,0.907,0.0
-0.4215,0.098,0.88,0.022
-0.1531,0.114,0.783,0.102
-0.8126,0.208,0.744,0.048
-0.8534,0.289,0.711,0.0
-0.886,0.219,0.781,0.0
-0.1027,0.096,0.795,0.109
-0.6858,0.187,0.813,0.0
0.5423,0.068,0.797,0.135
-0.7579,0.231,0.769,0.0
0.4588,0.043,0.837,0.121
-0.5106,0.105,0.895,0.0
-0.891,0.275,0.725,0.0
-0.5423,0.134,0.866,0.0
-0.8176,0.181,0.819,0.0
-0.2263,0.098,0.831,0.071
-0.8271,0.244,0.756,0.0
-0.7184,0.176,0.824,0.0
0.5423,0.0,0.857,0.143
0.5859,0.0,0.862,0.138
-0.4588,0.147,0.853,0.0
-0.1027,0.049,0.951,0.0
-0.5267,0.104,0.896,0.0
0.5423,0.0,0.87,0.13
-0.8225,0.256,0.744,0.0
-0.8519,0.237,0.763,0.0
-0.6486,0.258,0.603,0.14
0.5423,0.0,0.885,0.115
-0.4939,0.103,0.897,0.0
0.6705,0.061,0.72,0.219
-0.8807,0.319,0.681,0.0
0.7096,0.0,0.888,0.112
-0.6124,0.139,0.861,0.0
-0.3818,0.102,0.898,0.0
0.4939,0.0,0.856,0.144
0.7506,0.101,0.616,0.283
-0.296,0.115,0.807,0.078
-0.34,0.128,0.785,0.087
0.3612,0.0,0.951,0.049
-0.6124,0.186,0.755,0.06
-0.7351,0.235,0.663,0.102
0.4819,0.044,0.842,0.113
-0.5994,0.182,0.744,0.074
-0.886,0.202,0.798,0.0
0.34,0.057,0.82,0.123
-0.6908,0.151,0.815,0.035
0.0,0.0,1.0,0.0
0.8074,0.0,0.758,0.242
-0.6249,0.135,0.826,0.04
-0.6369,0.183,0.727,0.09
-0.0772,0.08,0.846,0.074
0.6124,0.0,0.848,0.152
-0.128,0.152,0.728,0.121
-0.4588,0.229,0.637,0.134
0.0608,0.076,0.813,0.111
0.1027,0.087,0.815,0.098
-0.6705,0.164,0.836,0.0
-0.1531,0.207,0.576,0.217
-0.8402,0.315,0.608,0.077
-0.1779,0.114,0.787,0.099
0.2263,0.035,0.868,0.096
0.7351,0.0,0.795,0.205
-0.9201,0.361,0.639,0.0
-0.6808,0.153,0.847,0.0
0.8625,0.0,0.745,0.255
0.872,0.0,0.658,0.342
0.6908,0.0,0.845,0.155
0.2663,0.0,0.898,0.102
-0.836,0.32,0.68,0.0
-0.4404,0.132,0.792,0.076
0.8402,0.063,0.628,0.309
0.4215,0.0,0.917,0.083
-0.8885,0.237,0.763,0.0
-0.7783,0.165,0.806,0.028
-0.5574,0.114,0.848,0.038
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5719,0.084,0.709,0.207
-0.6249,0.164,0.779,0.057
-0.6597,0.144,0.856,0.0
0.4019,0.119,0.731,0.15
-0.8957,0.293,0.707,0.0
-0.743,0.237,0.687,0.076
-0.3818,0.195,0.659,0.147
-0.743,0.13,0.87,0.0
-0.6597,0.21,0.677,0.114
-0.4939,0.194,0.73,0.076
0.0,0.0,1.0,0.0
0.7783,0.0,0.794,0.206
0.8555,0.0,0.669,0.331
-0.6633,0.092,0.908,0.0
-0.7783,0.164,0.792,0.044
0.1027,0.093,0.808,0.1
0.802,0.0,0.753,0.247
-0.4767,0.163,0.713,0.124
-0.4404,0.109,0.842,0.049
0.6908,0.055,0.754,0.191
0.4767,0.083,0.735,0.182
-0.25,0.103,0.858,0.04
0.3612,0.0,0.92,0.08
-0.7096,0.231,0.653,0.117
0.4767,0.063,0.812,0.125
-0.3612,0.149,0.774,0.077
-0.1027,0.045,0.955,0.0
-0.6249,0.12,0.88,0.0
-0.4404,0.135,0.78,0.085
-0.5423,0.101,0.899,0.0
-0.25,0.162,0.675,0.162
-0.7184,0.241,0.759,0.0
-0.128,0.073,0.867,0.06
-0.4588,0.115,0.885,0.0
-0.2023,0.113,0.798,0.089
-0.8555,0.284,0.651,0.065
-0.9393,0.257,0.743,0.0
-0.4019,0.204,0.632,0.164
-0.8957,0.304,0.696,0.0
-0.296,0.099,0.846,0.055
-0.3182,0.234,0.566,0.201
-0.4939,0.13,0.782,0.088
-0.8442,0.198,0.763,0.04
0.1531,0.0,0.946,0.054
0.765,0.036,0.823,0.141
-0.8481,0.153,0.847,0.0
0.8779,0.0,0.654,0.346
0.2732,0.143,0.68,0.177
-0.1027,0.29,0.43,0.281
0.5423,0.0,0.896,0.104
-0.802,0.254,0.697,0.05
0.8074,0.051,0.699,0.251
-0.5106,0.178,0.697,0.125
-0.128,0.101,0.786,0.113
-0.9509,0.42,0.539,0.04
0.6705,0.043,0.806,0.151
-0.8519,0.297,0.703,0.0
-0.1779,0.112,0.809,0.079
0.3818,0.097,0.727,0.176
-0.5859,0.196,0.733,0.071
0.4588,0.143,0.632,0.225
-0.4019,0.208,0.63,0.162
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4588,0.091,0.877,0.032
-0.2732,0.116,0.771,0.113
-0.7717,0.312,0.581,0.107
-0.2342,0.12,0.785,0.095
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6249,0.0,0.873,0.127
-0.9042,0.262,0.685,0.053
-0.6486,0.104,0.896,0.0
0.5267,0.095,0.741,0.165
-0.6597,0.176,0.763,0.061
0.3612,0.0,0.902,0.098
-0.4404,0.088,0.912,0.0
-0.3818,0.159,0.762,0.079
-0.6757,0.156,0.776,0.068
-0.8316,0.29,0.71,0.0
-0.9136,0.27,0.69,0.04
-0.0516,0.095,0.789,0.116
0.1779,0.08,0.797,0.123
-0.3612,0.19,0.633,0.178
0.7783,0.0,0.786,0.214
0.0516,0.074,0.845,0.081
-0.0258,0.043,0.917,0.04
-0.875,0.286,0.714,0.0
-0.2732,0.116,0.797,0.087
-0.25,0.113,0.806,0.081
-0.8834,0.238,0.69,0.072
-0.8399,0.283,0.638,0.079
-0.2023,0.069,0.898,0.033
-0.0772,0.112,0.764,0.125
0.0258,0.097,0.774,0.129
-0.2023,0.144,0.769,0.087
-0.8402,0.216,0.784,0.0
-0.0516,0.077,0.851,0.072
0.5267,0.0,0.909,0.091
-0.2263,0.09,0.818,0.092
-0.25,0.077,0.923,0.0
-0.926,0.287,0.668,0.045
-0.4404,0.135,0.865,0.0
0.6908,0.061,0.766,0.173
-0.6486,0.125,0.875,0.0
0.1027,0.093,0.777,0.13
-0.1531,0.082,0.851,0.066
-0.3612,0.211,0.607,0.182
0.7351,0.0,0.866,0.134
0.0,0.0,1.0,0.0
0.3612,0.107,0.747,0.146
0.0,0.0,1.0,0.0
-0.7003,0.121,0.825,0.054
-0.8074,0.169,0.775,0.056
0.2023,0.0,0.921,0.079
0.1027,0.129,0.735,0.136
0.1531,0.08,0.824,0.096
-0.5859,0.134,0.866,0.0
-0.7269,0.271,0.65,0.079
-0.296,0.049,0.951,0.0
-0.25,0.065,0.935,0.0
-0.34,0.209,0.612,0.179
-0.6124,0.115,0.859,0.026
-0.3612,0.175,0.748,0.078
-0.8677,0.259,0.741,0.0
-0.296,0.154,0.756,0.09
0.1779,0.108,0.751,0.141
0.7783,0.021,0.839,0.14
0.8316,0.042,0.764,0.194
0.2023,0.13,0.718,0.152
0.0,0.0,1.0,0.0
-0.5267,0.218,0.632,0.149
0.3612,0.0,0.925,0.075
-0.3818,0.163,0.714,0.122
0.4215,0.0,0.899,0.101
0.0,0.0,1.0,0.0
0.3182,0.069,0.82,0.11
0.3818,0.0,0.923,0.077
0.5423,0.0,0.907,0.093
-0.34,0.124,0.876,0.0
-0.6249,0.229,0.701,0.07
-0.7579,0.188,0.77,0.042
-0.6249,0.229,0.701,0.07
0.2023,0.042,0.899,0.059
0.2023,0.064,0.811,0.125
-0.3182,0.073,0.927,0.0
-0.2023,0.202,0.591,0.207
-0.5859,0.259,0.568,0.173
0.4939,0.038,0.865,0.097
0.1779,0.052,0.877,0.071
0.0,0.0,1.0,0.0
-0.4588,0.121,0.879,0.0
-0.5859,0.17,0.73,0.099
-0.4939,0.18,0.755,0.065
0.0,0.0,1.0,0.0
-0.6124,0.143,0.808,0.049
-0.7184,0.171,0.829,0.0
-0.1531,0.086,0.839,0.075
-0.4588,0.166,0.756,0.078
-0.25,0.208,0.614,0.178
0.7506,0.074,0.684,0.242
0.4215,0.062,0.795,0.142
-0.0258,0.137,0.699,0.164
0.5994,0.0,0.86,0.14
-0.5574,0.087,0.913,0.0
0.4404,0.086,0.751,0.164
0.2732,0.054,0.811,0.135
-0.91,0.248,0.752,0.0
-0.8689,0.24,0.76,0.0
0.1779,0.133,0.721,0.146
0.3182,0.0,0.927,0.073
0.5334,0.082,0.773,0.145
0.0,0.0,1.0,0.0
-0.0258,0.091,0.79,0.119
-0.7003,0.228,0.699,0.073
0.6597,0.0,0.802,0.198
-0.6597,0.184,0.816,0.0
-0.8591,0.253,0.747,0.0
0.8074,0.025,0.82,0.155
-0.6808,0.226,0.774,0.0
0.875,0.056,0.654,0.29
-0.836,0.262,0.667,0.071
0.0,0.0,1.0,0.0
-0.0516,0.108,0.788,0.104
0.0772,0.085,0.822,0.093
-0.7845,0.274,0.638,0.087
0.7506,0.0,0.847,0.153
-0.9153,0.249,0.714,0.037
0.4404,0.0,0.909,0.091
0.6486,0.041,0.815,0.144
0.6369,0.08,0.69,0.23
-0.2732,0.103,0.826,0.071
-0.4019,0.102,0.835,0.063
-0.0516,0.084,0.838,0.078
-0.7579,0.221,0.779,0.0
-0.8519,0.19,0.81,0.0
-0.34,0.093,0.862,0.045
-0.34,0.088,0.912,0.0
0.8591,0.07,0.683,0.246
-0.2732,0.076,0.871,0.052
-0.6705,0.198,0.716,0.086
0.4404,0.039,0.868,0.092
0.296,0.061,0.813,0.126
-0.9274,0.328,0.603,0.069
-0.5423,0.201,0.729,0.07
0.296,0.071,0.805,0.124
-0.4019,0.166,0.761,0.073
-0.802,0.233,0.767,0.0
-0.7579,0.158,0.807,0.035
-0.802,0.233,0.767,0.0
-0.1027,0.067,0.876,0.057
-0.128,0.059,0.941,0.0
0.1779,0.0,0.95,0.05
-0.5423,0.123,0.877,0.0
-0.4215,0.136,0.783,0.081
-0.8591,0.27,0.662,0.069
-0.4939,0.103,0.897,0.0
-0.6808,0.153,0.847,0.0
0.0,0.0,1.0,0.0
-0.901,0.368,0.555,0.077
0.2732,0.087,0.771,0.141
-0.765,0.254,0.628,0.118
0.7351,0.0,0.838,0.162
0.0,0.074,0.852,0.074
-0.2732,0.183,0.685,0.132
-0.8316,0.147,0.853,0.0
0.296,0.0,0.927,0.073
-0.7003,0.137,0.808,0.055
-0.4019,0.117,0.883,0.0
0.2732,0.0,0.925,0.075
-0.3182,0.081,0.919,0.0
-0.7845,0.204,0.796,0.0
-0.6705,0.214,0.733,0.053
-0.802,0.216,0.738,0.046
0.2263,0.117,0.733,0.15
-0.7783,0.19,0.731,0.08
-0.701,0.155,0.801,0.044
-0.4215,0.148,0.782,0.07
-0.8228,0.154,0.791,0.055
-0.8481,0.269,0.731,0.0
-0.872,0.362,0.549,0.09
0.6597,0.0,0.876,0.124
-0.7269,0.176,0.769,0.055
0.6369,0.072,0.719,0.209
-0.8591,0.266,0.734,0.0
-0.4215,0.188,0.667,0.145
-0.5719,0.252,0.587,0.161
-0.25,0.158,0.711,0.132
0.4404,0.058,0.815,0.127
-0.4767,0.216,0.641,0.143
-0.5106,0.134,0.801,0.065
-0.6908,0.195,0.745,0.06
-0.8271,0.222,0.778,0.0
0.6249,0.0,0.87,0.13
-0.4019,0.078,0.922,0.0
-0.6486,0.161,0.792,0.047
-0.7783,0.188,0.744,0.068
-0.8176,0.202,0.752,0.046
0.0,0.0,1.0,0.0
0.5719,0.0,0.899,0.101
-0.2023,0.12,0.781,0.099
0.7506,0.0,0.789,0.211
-0.6486,0.128,0.835,0.037
-0.8519,0.277,0.693,0.029
-0.5106,0.106,0.855,0.038
0.6808,0.0,0.838,0.162
-0.0772,0.075,0.835,0.09
0.6124,0.0,0.857,0.143
-0.3818,0.089,0.866,0.045
0.4019,0.0,0.903,0.097
0.7837,0.037,0.788,0.176
-0.5859,0.138,0.862,0.0
0.5994,0.0,0.874,0.126
-0.8271,0.246,0.692,0.062
0.5267,0.0,0.895,0.105
-0.5267,0.173,0.706,0.12
-0.128,0.116,0.755,0.129
0.3612,0.111,0.739,0.15
-0.3182,0.067,0.933,0.0
0.0516,0.08,0.833,0.087
-0.7845,0.332,0.582,0.086
0.4939,0.0,0.897,0.103
-0.836,0.308,0.585,0.107
-0.5423,0.101,0.899,0.0
0.0,0.138,0.757,0.105
0.3182,0.0,0.929,0.071
0.0516,0.146,0.704,0.15
-0.5106,0.105,0.895,0.0
-0.6808,0.155,0.845,0.0
-0.4019,0.085,0.915,0.0
-0.8519,0.304,0.599,0.097
-0.7906,0.222,0.778,0.0
-0.743,0.215,0.744,0.041
-0.8885,0.341,0.525,0.133
-0.3612,0.199,0.672,0.129
0.128,0.0,0.945,0.055
-0.1779,0.085,0.853,0.061
0.7003,0.0,0.838,0.162
-0.2263,0.135,0.8,0.065
0.5994,0.059,0.819,0.122
0.4019,0.0,0.917,0.083
-0.5574,0.136,0.805,0.059
0.2263,0.0,0.942,0.058
-0.743,0.213,0.787,0.0
0.0,0.0,1.0,0.0
0.2023,0.0,0.94,0.06
-0.4939,0.113,0.887,0.0
0.6908,0.0,0.84,0.16
0.0516,0.164,0.641,0.195
0.4019,0.0,0.912,0.088
0.4939,0.059,0.791,0.15
0.1027,0.207,0.602,0.191
-0.7506,0.209,0.791,0.0
-0.2023,0.144,0.763,0.093
-0.3182,0.075,0.883,0.042
-0.7964,0.242,0.701,0.057
-0.6705,0.184,0.731,0.086
-0.7579,0.197,0.743,0.059
0.0,0.0,1.0,0.0
-0.9169,0.323,0.677,0.0
-0.6124,0.193,0.736,0.071
-0.5423,0.13,0.816,0.054
-0.6249,0.207,0.728,0.064
-0.2263,0.1,0.9,0.0
0.2732,0.193,0.587,0.22
0.7906,0.0,0.758,0.242
0.5423,0.0,0.889,0.111
-0.5423,0.101,0.899,0.0
-0.0258,0.07,0.863,0.067
-0.0772,0.106,0.796,0.097
-0.3612,0.073,0.886,0.041
-0.7351,0.181,0.819,0.0
0.5106,0.186,0.573,0.241
0.0,0.0,1.0,0.0
0.4939,0.0,0.904,0.096
0.6249,0.101,0.716,0.183
-0.5859,0.185,0.707,0.109
0.3182,0.066,0.802,0.132
-0.25,0.056,0.944,0.0
-0.8555,0.314,0.612,0.074
-0.0859,0.171,0.694,0.135
-0.6249,0.114,0.886,0.0
0.7184,0.0,0.829,0.171
-0.296,0.072,0.891,0.037
0.743,0.0,0.804,0.196
0.4939,0.037,0.842,0.121
0.3818,0.0,0.906,0.094
-0.8225,0.265,0.676,0.059
0.0516,0.093,0.807,0.099
0.2023,0.0,0.935,0.065
-0.34,0.068,0.932,0.0
-0.25,0.059,0.941,0.0
0.7964,0.0,0.812,0.188
-0.4404,0.184,0.685,0.132
-0.9081,0.222,0.778,0.0
-0.4019,0.122,0.832,0.047
-0.5859,0.185,0.739,0.077
-0.5873,0.227,0.623,0.15
0.6597,0.0,0.856,0.144
-0.743,0.128,0.872,0.0
-0.5106,0.187,0.686,0.127
0.3818,0.102,0.766,0.131
-0.431,0.185,0.711,0.104
-0.7096,0.273,0.602,0.125
-0.9246,0.324,0.676,0.0
-0.7269,0.239,0.648,0.112
0.3612,0.102,0.78,0.119
0.1675,0.079,0.761,0.16
-0.9633,0.437,0.538,0.025
-0.8126,0.251,0.691,0.058
0.6705,0.0,0.814,0.186
0.4588,0.042,0.837,0.122
-0.2023,0.097,0.825,0.078
0.0772,0.0,0.954,0.046
-0.6908,0.242,0.758,0.0
-0.0516,0.04,0.925,0.035
-0.9136,0.407,0.593,0.0
-0.8176,0.26,0.74,0.0
-0.9325,0.278,0.636,0.086
-0.9509,0.417,0.583,0.0
-0.7906,0.188,0.812,0.0
-0.6249,0.159,0.841,0.0
0.128,0.0,0.96,0.04
-0.8957,0.263,0.737,0.0
0.1027,0.115,0.761,0.124
-0.6908,0.207,0.735,0.058
0.7978,0.0,0.808,0.192
0.0946,0.134,0.722,0.144
-0.9169,0.253,0.747,0.0
-0.7906,0.169,0.784,0.047
0.34,0.0,0.938,0.062
-0.7351,0.124,0.876,0.0
-0.4019,0.152,0.746,0.101
-0.7096,0.19,0.751,0.06
-0.9022,0.224,0.737,0.039
-0.5106,0.118,0.882,0.0
0.1779,0.102,0.743,0.155
0.25,0.09,0.767,0.143
-0.6705,0.186,0.814,0.0
0.0258,0.166,0.667,0.168
-0.1779,0.206,0.649,0.145
0.0258,0.083,0.831,0.086
0.4215,0.072,0.807,0.121
-0.4019,0.179,0.72,0.101
0.0,0.0,1.0,0.0
0.5267,0.0,0.884,0.116
0.0,0.069,0.863,0.069
0.0772,0.146,0.701,0.152
0.7783,0.154,0.554,0.293
-0.7184,0.171,0.829,0.0
-0.9649,0.131,0.775,0.094
-0.9921,0.136,0.772,0.092
-0.9549,0.104,0.816,0.08
-0.7973,0.134,0.734,0.131
-0.9408,0.125,0.774,0.101
-0.9972,0.175,0.759,0.066
-0.9564,0.132,0.753,0.115
-0.9691,0.114,0.814,0.072
-0.4588,0.25,0.567,0.183
0.6742,0.101,0.789,0.111
-0.9972,0.173,0.726,0.101
-0.9983,0.187,0.728,0.085
-0.989,0.15,0.763,0.088
-0.9808,0.121,0.81,0.069
-0.6124,0.625,0.375,0.0
0.0,0.0,1.0,0.0
-0.9775,0.127,0.784,0.089
-0.9967,0.196,0.709,0.096
-0.9604,0.134,0.759,0.107
-0.8003,0.136,0.736,0.128
-0.9915,0.144,0.797,0.059
-0.979,0.135,0.781,0.084
-0.9972,0.177,0.729,0.095
-0.9979,0.168,0.752,0.08
-0.5362,0.1,0.9,0.0
-0.9612,0.129,0.769,0.102
-0.9891,0.144,0.771,0.085
-0.9607,0.113,0.798,0.089
-0.9934,0.169,0.743,0.087
-0.9965,0.161,0.757,0.082
0.8534,0.091,0.8,0.109
-0.81,0.125,0.761,0.114
-0.961,0.116,0.791,0.093
-0.9599,0.105,0.823,0.072
-0.9592,0.118,0.795,0.087
0.2813,0.126,0.744,0.131
-0.9978,0.188,0.703,0.109
-0.9925,0.152,0.754,0.094
-0.6908,0.098,0.814,0.088
-0.9846,0.138,0.775,0.087
-0.9789,0.13,0.783,0.087
-0.9761,0.115,0.819,0.066
-0.8786,0.133,0.753,0.114
-0.9977,0.197,0.703,0.1
-0.6718,0.099,0.798,0.103
-0.9701,0.129,0.767,0.104
0.5499,0.099,0.779,0.122
-0.9584,0.11,0.815,0.075
-0.9881,0.158,0.75,0.092
-0.8915,0.128,0.754,0.118
-0.9938,0.148,0.779,0.073
-0.9897,0.116,0.801,0.083
-0.9982,0.137,0.789,0.074
-0.9801,0.125,0.799,0.076
-0.2263,0.112,0.748,0.14
-0.9482,0.137,0.761,0.102
0.6775,0.116,0.757,0.127
-0.9909,0.143,0.776,0.081
-0.9942,0.147,0.784,0.069
-0.9923,0.132,0.803,0.065
-0.9738,0.117,0.802,0.08
-0.9976,0.174,0.758,0.068
-0.8518,0.12,0.772,0.108
-0.9934,0.144,0.764,0.092
-0.9976,0.172,0.767,0.061
-0.9909,0.131,0.789,0.079
-0.8316,0.121,0.769,0.11
-0.9967,0.177,0.732,0.091
-0.9951,0.175,0.742,0.083
-0.9981,0.209,0.731,0.06
-0.7759,0.12,0.791,0.089
-0.9517,0.169,0.759,0.072
-0.9973,0.186,0.734,0.08
-0.9985,0.211,0.747,0.043
-0.9974,0.185,0.75,0.065
-0.9934,0.144,0.79,0.065
-0.9615,0.133,0.774,0.093
-0.9963,0.165,0.775,0.059
-0.9947,0.165,0.752,0.083
-0.9788,0.13,0.776,0.093
-0.9952,0.165,0.735,0.1
-0.9893,0.152,0.752,0.097
-0.9839,0.131,0.787,0.082
-0.9966,0.158,0.775,0.068
0.5574,0.0,0.769,0.231
-0.9964,0.152,0.785,0.063
-0.9217,0.139,0.745,0.116
-0.9989,0.218,0.718,0.065
-0.986,0.122,0.803,0.075
-0.9956,0.19,0.729,0.081
-0.9895,0.14,0.776,0.083
-0.9686,0.127,0.789,0.085
0.0885,0.13,0.745,0.126
-0.9905,0.169,0.716,0.115
0.8625,0.091,0.795,0.115
-0.9146,0.09,0.861,0.049
-0.8607,0.136,0.784,0.081
-0.9935,0.136,0.78,0.084
-0.9988,0.197,0.741,0.062
-0.9781,0.117,0.812,0.072
-0.992,0.165,0.739,0.096
-0.9896,0.154,0.758,0.088
-0.97,0.125,0.809,0.066
-0.9983,0.208,0.696,0.095
-0.9972,0.175,0.766,0.059
-0.9758,0.12,0.807,0.073
-0.6733,0.109,0.783,0.108
-0.9918,0.136,0.797,0.067
-0.9921,0.151,0.774,0.075
-0.967,0.123,0.787,0.089
-0.987,0.14,0.757,0.102
-0.9925,0.137,0.804,0.059
-0.8126,0.129,0.871,0.0
-0.9919,0.15,0.773,0.077
-0.9821,0.114,0.823,0.063
-0.8087,0.118,0.769,0.114
-0.5267,0.195,0.805,0.0
0.2732,0.0,0.92,0.08
